arise_amount,arise_percentage,code,delta_amount,delta_percentage,last_close,name,time,today_max,today_min,today_now,today_open,volume_amount,volume_times
-0.009999999999999787,-0.0015503875968991916,000589.SZ,-0.01,-0.16,6.45,贵州轮胎,2023-11-22 09:26,6.44,6.44,6.44,6.44,115920.0,180
-0.009999999999999787,-0.0023980815347721313,000428.SZ,-0.01,-0.24,4.17,华天酒店,2023-11-22 09:26,4.16,4.16,4.16,4.16,127712.0,307
-0.020000000000000018,-0.011976047904191628,000620.SZ,-0.02,-1.20,1.67,*ST新联,2023-11-22 09:26,1.65,1.65,1.65,1.65,3730320.0,22608
-0.040000000000000036,-0.005305039787798413,000686.SZ,-0.04,-0.53,7.54,东北证券,2023-11-22 09:26,7.50,7.50,7.50,7.50,1934250.0,2579
-0.08999999999999986,-0.008563273073263546,000050.SZ,-0.09,-0.86,10.51,深天马Ａ,2023-11-22 09:26,10.42,10.42,10.42,10.42,715854.0,687
0.0,0.0,000416.SZ,0.00,0.00,2.14,*ST民控,2023-11-22 09:26,2.14,2.14,2.14,2.14,113206.0,529
-0.010000000000000675,-0.001605136436597219,000605.SZ,-0.01,-0.16,6.23,渤海股份,2023-11-22 09:26,6.22,6.22,6.22,6.22,104496.0,168
-0.1299999999999999,-0.017520215633423167,000541.SZ,-0.13,-1.75,7.42,佛山照明,2023-11-22 09:26,7.29,7.29,7.29,7.29,1546209.0,2121
-0.009999999999999787,-0.003236245954692488,000608.SZ,-0.01,-0.32,3.09,阳光股份,2023-11-22 09:26,3.08,3.08,3.08,3.08,111496.0,362
0.0,0.0,000702.SZ,0.00,0.00,6.01,正虹科技,2023-11-22 09:26,6.01,6.01,6.01,6.01,75125.0,125
0.0,0.0,000639.SZ,0.00,0.00,4.40,西王食品,2023-11-22 09:26,4.40,4.40,4.40,4.40,298320.0,678
-0.020000000000000462,-0.002642007926023839,000633.SZ,-0.02,-0.26,7.57,合金投资,2023-11-22 09:26,7.55,7.55,7.55,7.55,1281990.0,1698
0.0,0.0,000623.SZ,0.00,0.00,16.46,吉林敖东,2023-11-22 09:26,16.46,16.46,16.46,16.46,915176.0,556
0.0,0.0,000697.SZ,0.00,0.00,6.07,*ST炼石,2023-11-22 09:26,6.07,6.07,6.07,6.07,202131.0,333
-0.040000000000000036,-0.006956521739130441,000782.SZ,-0.04,-0.70,5.75,美达股份,2023-11-22 09:26,5.71,5.71,5.71,5.71,664073.0,1163
-0.009999999999999787,-0.0026666666666666098,000407.SZ,-0.01,-0.27,3.75,胜利股份,2023-11-22 09:26,3.74,3.74,3.74,3.74,23936.0,64
0.0,0.0,000598.SZ,0.00,0.00,5.53,兴蓉环境,2023-11-22 09:26,5.53,5.53,5.53,5.53,90139.0,163
-0.010000000000000231,-0.0034602076124568273,000718.SZ,-0.01,-0.35,2.89,苏宁环球,2023-11-22 09:26,2.88,2.88,2.88,2.88,1390176.0,4827
0.0,0.0,000712.SZ,0.00,0.00,15.90,锦龙股份,2023-11-22 09:26,15.90,15.90,15.90,15.90,3981360.0,2504
-0.010000000000000231,-0.0035842293906810864,000659.SZ,-0.01,-0.36,2.79,珠海中富,2023-11-22 09:26,2.78,2.78,2.78,2.78,108420.0,390
-0.03000000000000025,-0.0038167938931298025,000707.SZ,-0.03,-0.38,7.86,双环科技,2023-11-22 09:26,7.83,7.83,7.83,7.83,266220.0,340
-0.009999999999999787,-0.00214592274678107,000622.SZ,-0.01,-0.21,4.66,恒立实业,2023-11-22 09:26,4.65,4.65,4.65,4.65,86490.0,186
0.010000000000000675,0.0017985611510792582,000597.SZ,0.01,0.18,5.56,东北制药,2023-11-22 09:26,5.57,5.57,5.57,5.57,110286.0,198
0.009999999999999787,0.0011086474501108411,000705.SZ,0.01,0.11,9.02,浙江震元,2023-11-22 09:26,9.03,9.03,9.03,9.03,307923.0,341
-0.009999999999999787,-0.0019193857965450647,000680.SZ,-0.01,-0.19,5.21,山推股份,2023-11-22 09:26,5.20,5.20,5.20,5.20,191880.0,369
-0.009999999999999787,-0.0017152658662092258,000679.SZ,-0.01,-0.17,5.83,大连友谊,2023-11-22 09:26,5.82,5.82,5.82,5.82,50634.0,87
-0.040000000000000036,-0.005361930294906171,000410.SZ,-0.04,-0.54,7.46,沈阳机床,2023-11-22 09:26,7.42,7.42,7.42,7.42,80136.0,108
0.0,0.0,000612.SZ,0.00,0.00,5.75,焦作万方,2023-11-22 09:26,5.75,5.75,5.75,5.75,211025.0,367
-0.03999999999999915,-0.003952569169960391,000876.SZ,-0.04,-0.40,10.12,新 希 望,2023-11-22 09:26,10.08,10.08,10.08,10.08,412272.0,409
0.0,0.0,000657.SZ,0.00,0.00,9.21,中钨高新,2023-11-22 09:26,9.21,9.21,9.21,9.21,238539.0,259
-0.07000000000000028,-0.013671875000000056,000607.SZ,-0.07,-1.37,5.12,华媒控股,2023-11-22 09:26,5.05,5.05,5.05,5.05,3819315.0,7563
-0.010000000000000675,-0.0018518518518519768,000421.SZ,-0.01,-0.19,5.40,南京公用,2023-11-22 09:26,5.39,5.39,5.39,5.39,35035.0,65
-0.020000000000000018,-0.0060975609756097615,000797.SZ,-0.02,-0.61,3.28,中国武夷,2023-11-22 09:26,3.26,3.26,3.26,3.26,755016.0,2316
-0.010000000000000675,-0.0017301038062284904,000591.SZ,-0.01,-0.17,5.78,太阳能,2023-11-22 09:26,5.77,5.77,5.77,5.77,508914.0,882
-0.019999999999999574,-0.00214592274678107,000590.SZ,-0.02,-0.21,9.32,启迪药业,2023-11-22 09:26,9.30,9.30,9.30,9.30,81840.0,88
-0.009999999999999787,-0.0007097232079488848,000610.SZ,-0.01,-0.07,14.09,西安旅游,2023-11-22 09:26,14.08,14.08,14.08,14.08,159104.0,113
-0.009999999999999787,-0.002680965147453026,000750.SZ,-0.01,-0.27,3.73,国海证券,2023-11-22 09:26,3.72,3.72,3.72,3.72,867876.0,2333
0.009999999999999787,0.0015197568389057428,000061.SZ,0.01,0.15,6.58,农 产 品,2023-11-22 09:26,6.59,6.59,6.59,6.59,224719.0,341
0.0,0.0,000890.SZ,0.00,0.00,4.83,法尔胜,2023-11-22 09:26,4.83,4.83,4.83,4.83,311052.0,644
-0.029999999999999805,-0.008264462809917302,000908.SZ,-0.03,-0.83,3.63,景峰医药,2023-11-22 09:26,3.60,3.60,3.60,3.60,2665080.0,7403
-0.28000000000000114,-0.005648577768811804,000423.SZ,-0.28,-0.56,49.57,东阿阿胶,2023-11-22 09:26,49.29,49.29,49.29,49.29,113367.0,23
0.0,0.0,000756.SZ,0.00,0.00,21.42,新华制药,2023-11-22 09:26,21.42,21.42,21.42,21.42,698292.0,326
-0.019999999999999574,-0.002096436058700165,000993.SZ,-0.02,-0.21,9.54,闽东电力,2023-11-22 09:26,9.52,9.52,9.52,9.52,69496.0,73
-0.17999999999999972,-0.011249999999999982,000935.SZ,-0.18,-1.13,16.00,四川双马,2023-11-22 09:26,15.82,15.82,15.82,15.82,2330286.0,1473
-0.010000000000000231,-0.003184713375796252,000627.SZ,-0.01,-0.32,3.14,天茂集团,2023-11-22 09:26,3.13,3.13,3.13,3.13,198129.0,633
0.0,0.0,000950.SZ,0.00,0.00,5.28,重药控股,2023-11-22 09:26,5.28,5.28,5.28,5.28,155232.0,294
-0.09000000000000341,-0.002362204724409538,000818.SZ,-0.09,-0.24,38.10,航锦科技,2023-11-22 09:26,38.01,38.01,38.01,38.01,938847.0,247
0.019999999999999574,0.0008163265306122275,000408.SZ,0.02,0.08,24.50,藏格矿业,2023-11-22 09:26,24.52,24.52,24.52,24.52,828776.0,338
-0.020000000000000462,-0.0031796502384738414,000862.SZ,-0.02,-0.32,6.29,银星能源,2023-11-22 09:26,6.27,6.27,6.27,6.27,125400.0,200
-0.020000000000000018,-0.008230452674897125,000413.SZ,-0.02,-0.82,2.43,东旭光电,2023-11-22 09:26,2.41,2.41,2.41,2.41,2940441.0,12201
0.029999999999999805,0.008426966292134776,000965.SZ,0.03,0.84,3.56,天保基建,2023-11-22 09:26,3.59,3.59,3.59,3.59,646200.0,1800
-0.16000000000000014,-0.005945745076179864,000403.SZ,-0.16,-0.59,26.91,派林生物,2023-11-22 09:26,26.75,26.75,26.75,26.75,32100.0,12
0.0,0.0,000584.SZ,0.00,0.00,4.40,ST工智,2023-11-22 09:26,4.40,4.40,4.40,4.40,580360.0,1319
-0.009999999999999787,-0.0017331022530328922,000425.SZ,-0.01,-0.17,5.77,徐工机械,2023-11-22 09:26,5.76,5.76,5.76,5.76,325440.0,565
-0.019999999999999574,-0.002695417789757355,000582.SZ,-0.02,-0.27,7.42,北部湾港,2023-11-22 09:26,7.40,7.40,7.40,7.40,540200.0,730
0.010000000000000231,0.002551020408163324,000615.SZ,0.01,0.26,3.92,*ST美谷,2023-11-22 09:26,3.93,3.93,3.93,3.93,2965971.0,7547
-0.08999999999999986,-0.007240547063555902,000815.SZ,-0.09,-0.72,12.43,美利云,2023-11-22 09:26,12.34,12.34,12.34,12.34,1871978.0,1517
-0.259999999999998,-0.010420841683366653,000762.SZ,-0.26,-1.04,24.95,西藏矿业,2023-11-22 09:26,24.69,24.69,24.69,24.69,1972731.0,799
